parameter,coef_luts,coef_fmax_mhz
barrel_shifter,11.99999999999986,-0.07187499999999997
enable_mul,1083.7499999999998,3.9681249999999992
enable_div,1083.75,3.9681250000000006
enable_fast_mul,0.0,0.0
enable_counters,35.25,-0.05687500000000023
enable_irq,1083.75,3.9681250000000015
