config,tests_pass,div_test_pass,icache_test_pass,luts,ffs,brams,dsps,carry_cells,fmax_mhz,logic_levels,lc_used,lc_total,lc_percent,ram_used,ram_total,ram_percent,dsp_used,dsp_total,dsp_percent,io_used,io_total,io_percent,pll_used,pll_total,pll_percent,gb_used,gb_total,gb_percent,barrel_shifter,enable_mul,enable_div,enable_counters,enable_compressed,two_cycle_compare,two_cycle_alu,enable_regs_dualport,enable_counters64,catch_misalign,catch_illinsn,latched_mem_rdata,use_clk_divider,enable_irq_qregs,cache_lines,cache_words_per_line,cache_module,enable_fast_mul
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l32_w2_icache_multiword_lookahead,1,1,1,3702,5174,1591,0,685,18.92,14,4443,5280,84,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,32,2,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l32_w4_icache_multiword_lookahead,1,1,1,3708,5174,1591,0,684,19.82,13,4447,5280,84,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,32,4,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l32_w8_icache_multiword_lookahead,1,1,1,3720,5176,1591,0,686,18.87,13,4456,5280,84,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,32,8,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l32_w16_icache_multiword_lookahead,1,1,1,3693,5177,1591,0,687,19.33,14,4433,5280,83,10,30,33,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,32,16,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l64_w1_icache_multiword_lookahead,1,1,1,3795,4569,1626,0,685,18.67,13,4532,5280,85,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,64,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l64_w2_icache_multiword_lookahead,1,1,1,3840,4559,1622,0,685,18.69,14,4572,5280,86,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,64,2,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l64_w4_icache_multiword_lookahead,1,1,1,3764,4559,16,0,684,18.64,13,4498,5280,85,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,64,4,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l64_w8_icache_multiword_lookahead,1,1,1,3798,4711,718,0,686,18.7,13,4531,5280,85,10,30,33,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,64,8,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l64_w16_icache_multiword_lookahead,1,1,1,3832,4557,719,0,686,19.47,13,4561,5280,86,14,30,46,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,64,16,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l128_w1_icache_multiword_lookahead,1,1,1,3998,4838,814,0,685,17.85,14,4737,5280,89,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,128,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l128_w2_icache_multiword_lookahead,1,1,1,3928,4748,88,0,685,19.15,13,4662,5280,88,8,30,26,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,128,2,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l128_w4_icache_multiword_lookahead,1,1,1,3920,4750,4,0,684,18.54,13,4648,5280,88,10,30,33,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,128,4,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l128_w8_icache_multiword_lookahead,1,1,1,3889,4768,4,0,686,19.61,13,4625,5280,87,14,30,46,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,128,8,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_11100011000001_l128_w16_icache_multiword_lookahead,1,1,1,3933,4784,4,0,687,18.93,14,4668,5280,88,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,0,0,0,0,0,1,128,16,icache_multiword_lookahead,0
