config_name,barrel_shifter,enable_mul,enable_div,enable_counters,enable_compressed,enable_fast_mul,cache_lines,cache_words_per_line,cache_module
teammate_fastmul_128x1,0,1,1,1,0,1,128,1,icache_multiword_lookahead
