,luts,ffs,brams,carry_cells,fmax_mhz,logic_levels
barrel_shifter,0.02075726018539502,0.04505207652151491,-0.07226046808283249,0.01391833042790483,0.010820336070159949,-0.007722756076188004
enable_mul,,,,,,
enable_div,,,,,,
enable_fast_mul,,,,,,
enable_counters,0.03128458125363251,0.037799037018183095,0.3591244145731298,0.08715525958426129,-0.003326393067505004,0.007722756076187914
enable_irq,0.9985193771418418,0.9928459861765677,0.7404170028853414,0.9920124318079323,0.999026717940666,0.9962355338282463
