config_name,barrel_shifter,enable_mul,enable_div,enable_counters,enable_compressed,enable_irqtwo_stage_shift,two_cycle_compare,two_cycle_alu,enable_regs_dualport,enable_counters64,catch_misalign,catch_illinsn,latched_mem_rdata,use_clk_divider,enable_irq_qregs,cache_module
barrel_shifter_enable_mul_enable_div_catch_misalign_catch_illinsn_111000000011000_icache_multiword_lookahead,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_catch_misalign_catch_illinsn_enable_irq_qregs_111000000011001_icache_multiword_lookahead,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_111000001000000_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_enable_irq_qregs_111000001000001_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_illinsn_111000001001000_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000001001001_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_111000001010000_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000001010001_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_catch_illinsn_111000001011000_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000001011001_icache_multiword_lookahead,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_111000010000000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_irq_qregs_111000010000001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_illinsn_111000010001000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_illinsn_enable_irq_qregs_111000010001001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_111000010010000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_enable_irq_qregs_111000010010001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_catch_illinsn_111000010011000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111000010011001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_111000011000000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111000011000001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_illinsn_111000011001000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000011001001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_111000011010000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000011010001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111000011011000_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000011011001_icache_multiword_lookahead,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_111000100000000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_irq_qregs_111000100000001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_illinsn_111000100001000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_illinsn_enable_irq_qregs_111000100001001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_111000100010000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_enable_irq_qregs_111000100010001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_catch_illinsn_111000100011000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_catch_illinsn_enable_irq_qregs_111000100011001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_111000101000000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_enable_irq_qregs_111000101000001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_illinsn_111000101001000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000101001001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_111000101010000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000101010001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_111000101011000_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000101011001_icache_multiword_lookahead,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_111000110000000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_irq_qregs_111000110000001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_illinsn_111000110001000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_illinsn_enable_irq_qregs_111000110001001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_111000110010000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_enable_irq_qregs_111000110010001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_111000110011000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111000110011001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_111000111000000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111000111000001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_111000111001000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000111001001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_111000111010000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000111010001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111000111011000_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000111011001_icache_multiword_lookahead,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_111100000000000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_irq_qregs_111100000000001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_illinsn_111100000001000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_illinsn_enable_irq_qregs_111100000001001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_111100000010000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_enable_irq_qregs_111100000010001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_catch_illinsn_111100000011000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_catch_illinsn_enable_irq_qregs_111100000011001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_111100001000000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_enable_irq_qregs_111100001000001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_illinsn_111100001001000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100001001001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_111100001010000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100001010001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_catch_illinsn_111100001011000_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100001011001_icache_multiword_lookahead,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_111100010000000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_irq_qregs_111100010000001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_illinsn_111100010001000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_illinsn_enable_irq_qregs_111100010001001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_111100010010000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_enable_irq_qregs_111100010010001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_111100010011000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111100010011001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_111100011000000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111100011000001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_111100011001000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100011001001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_111100011010000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100011010001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111100011011000_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100011011001_icache_multiword_lookahead,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_111100100000000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_irq_qregs_111100100000001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_111100100001000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_enable_irq_qregs_111100100001001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_111100100010000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_enable_irq_qregs_111100100010001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_111100100011000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_enable_irq_qregs_111100100011001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_111100101000000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_enable_irq_qregs_111100101000001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_111100101001000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100101001001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_111100101010000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100101010001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_111100101011000_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100101011001_icache_multiword_lookahead,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_111100110000000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_irq_qregs_111100110000001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_111100110001000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_enable_irq_qregs_111100110001001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_111100110010000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_enable_irq_qregs_111100110010001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_111100110011000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111100110011001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_111100111000000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111100111000001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_111100111001000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100111001001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_111100111010000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100111010001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111100111011000_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,icache_multiword_lookahead
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100111011001_icache_multiword_lookahead,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,icache_multiword_lookahead
