config,tests_pass,luts,ffs,brams,dsps,carry_cells,fmax_mhz,logic_levels,lc_used,lc_total,lc_percent,ram_used,ram_total,ram_percent,dsp_used,dsp_total,dsp_percent,io_used,io_total,io_percent,pll_used,pll_total,pll_percent,gb_used,gb_total,gb_percent,barrel_shifter,enable_mul,enable_div,enable_counters,enable_compressed,enable_irqtwo_stage_shift,two_cycle_compare,two_cycle_alu,enable_regs_dualport,enable_counters64,catch_misalign,catch_illinsn,latched_mem_rdata,use_clk_divider,enable_irq_qregs,cache_module,enable_fast_mul
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_111000101000000_icache_multiword_lookahead,1,4267,4837,4,0,696,17.21,16,4993,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_enable_irq_qregs_111000101000001_icache_multiword_lookahead,1,4282,4827,750,0,697,15.98,16,5007,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_illinsn_111000101001000_icache_multiword_lookahead,1,4282,5156,4,0,698,16.55,16,5007,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000101001001_icache_multiword_lookahead,1,4261,5168,44,0,718,15.69,17,5007,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_111000101010000_icache_multiword_lookahead,1,4331,5045,16,0,698,16.01,17,5057,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000101010001_icache_multiword_lookahead,1,4369,6499,1061,0,698,16.34,16,5097,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_111000101011000_icache_multiword_lookahead,1,4293,4836,1683,0,700,15.65,17,5019,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000101011001_icache_multiword_lookahead,1,4299,4848,1066,0,701,15.92,16,5024,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_111000110000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_irq_qregs_111000110000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_illinsn_111000110001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_illinsn_enable_irq_qregs_111000110001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_111000110010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_enable_irq_qregs_111000110010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_111000110011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111000110011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_111000111000000_icache_multiword_lookahead,1,4393,6084,352,0,697,16.4,17,5134,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111000111000001_icache_multiword_lookahead,1,4272,5044,352,0,696,16.78,16,5011,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_111000111001000_icache_multiword_lookahead,1,4295,5043,352,0,699,16.43,17,5036,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000111001001_icache_multiword_lookahead,1,4318,5385,22,0,718,15.95,16,5084,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_111000111010000_icache_multiword_lookahead,1,4306,5262,1076,0,699,16.71,16,5048,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000111010001_icache_multiword_lookahead,1,4386,5076,16,0,698,16.05,17,5126,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111000111011000_icache_multiword_lookahead,1,4377,5075,1081,0,701,15.96,17,5117,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000111011001_icache_multiword_lookahead,1,4444,5065,1083,0,701,16.34,16,5182,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_111100000000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_irq_qregs_111100000000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_illinsn_111100000001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_illinsn_enable_irq_qregs_111100000001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_111100000010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_enable_irq_qregs_111100000010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_catch_illinsn_111100000011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_catch_misalign_catch_illinsn_enable_irq_qregs_111100000011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_111100001000000_icache_multiword_lookahead,1,4409,5008,1120,0,776,16.41,15,5158,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_enable_irq_qregs_111100001000001_icache_multiword_lookahead,1,4410,5350,22,0,776,15.77,17,5160,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_illinsn_111100001001000_icache_multiword_lookahead,1,4400,5349,22,0,778,16.89,16,5150,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100001001001_icache_multiword_lookahead,1,4407,5361,352,0,778,16.92,17,5157,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_111100001010000_icache_multiword_lookahead,1,4414,5348,1122,0,759,16.28,16,5141,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100001010001_icache_multiword_lookahead,1,4427,5360,1124,0,759,15.64,16,5156,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_catch_illinsn_111100001011000_icache_multiword_lookahead,1,4464,6754,1127,0,760,16.22,17,5189,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100001011001_icache_multiword_lookahead,1,4405,5371,1129,0,760,15.5,17,5133,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_111100010000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_irq_qregs_111100010000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_illinsn_111100010001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_illinsn_enable_irq_qregs_111100010001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_111100010010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_enable_irq_qregs_111100010010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_111100010011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111100010011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_111100011000000_icache_multiword_lookahead,1,4445,5225,352,0,776,16.43,16,5210,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111100011000001_icache_multiword_lookahead,1,4454,5567,812,0,776,15.85,16,5220,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_111100011001000_icache_multiword_lookahead,1,4495,6029,352,0,778,16.07,16,5258,5280,99,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100011001001_icache_multiword_lookahead,1,4505,5578,815,0,778,16.44,16,5271,5280,99,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_111100011010000_icache_multiword_lookahead,1,4509,5455,22,0,759,17.11,16,5252,5280,99,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100011010001_icache_multiword_lookahead,1,4439,4896,4,0,778,16.24,16,5207,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111100011011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100011011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_111100100000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_irq_qregs_111100100000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_111100100001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_enable_irq_qregs_111100100001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_111100100010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_enable_irq_qregs_111100100010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_111100100011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_enable_irq_qregs_111100100011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_111100101000000_icache_multiword_lookahead,1,4376,5343,22,0,776,16.4,17,5124,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_enable_irq_qregs_111100101000001_icache_multiword_lookahead,1,4378,5019,1123,0,776,16.44,17,5128,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_111100101001000_icache_multiword_lookahead,1,4429,5244,44,0,778,15.65,15,5179,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111100101001001_icache_multiword_lookahead,1,4421,5030,352,0,758,16.49,17,5146,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_111100101010000_icache_multiword_lookahead,1,4464,5023,16,0,727,16.21,17,5193,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_enable_irq_qregs_111100101010001_icache_multiword_lookahead,1,4427,5057,16,0,727,16.08,16,5157,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_111100101011000_icache_multiword_lookahead,1,4453,5364,16,0,760,16.12,16,5182,5280,98,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111100101011001_icache_multiword_lookahead,1,4438,5266,16,0,761,15.85,16,5164,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_111100110000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_irq_qregs_111100110000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_111100110001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_enable_irq_qregs_111100110001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_111100110010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_enable_irq_qregs_111100110010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_111100110011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111100110011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_111100111000000_icache_multiword_lookahead,1,4503,6020,352,0,776,16.08,16,5269,5280,99,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
