config,tests_pass,luts,ffs,brams,dsps,carry_cells,fmax_mhz,logic_levels,lc_used,lc_total,lc_percent,ram_used,ram_total,ram_percent,dsp_used,dsp_total,dsp_percent,io_used,io_total,io_percent,pll_used,pll_total,pll_percent,gb_used,gb_total,gb_percent,barrel_shifter,enable_mul,enable_div,enable_counters,enable_compressed,enable_irqtwo_stage_shift,two_cycle_compare,two_cycle_alu,enable_regs_dualport,enable_counters64,catch_misalign,catch_illinsn,latched_mem_rdata,use_clk_divider,enable_irq_qregs,cache_module,enable_fast_mul
enable_mul_enable_div_enable_counters_two_cycle_alu_catch_illinsn_enable_irq_qregs_011100010001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_011100010010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_enable_irq_qregs_011100010010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_011100010011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_011100010011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_011100011000000_icache_multiword_lookahead,1,4208,5894,4,0,759,16.37,17,4939,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_011100011000001_icache_multiword_lookahead,1,4254,5104,818,0,758,16.06,17,4984,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_011100011001000_icache_multiword_lookahead,1,4224,5103,44,0,760,16.47,16,4956,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_011100011001001_icache_multiword_lookahead,1,4272,5920,22,0,762,15.47,17,5008,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_011100011010000_icache_multiword_lookahead,1,4264,6209,22,0,761,15.48,18,4992,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_011100011010001_icache_multiword_lookahead,1,4221,6223,44,0,761,16.69,16,4953,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_011100011011000_icache_multiword_lookahead,1,4313,6225,44,0,764,16.6,15,5043,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_011100011011001_icache_multiword_lookahead,1,4306,5461,22,0,763,15.46,17,5042,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_011100100000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_irq_qregs_011100100000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_011100100001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_illinsn_enable_irq_qregs_011100100001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_011100100010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_enable_irq_qregs_011100100010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_011100100011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_catch_misalign_catch_illinsn_enable_irq_qregs_011100100011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_011100101000000_icache_multiword_lookahead,1,4226,5360,4,0,758,16.88,16,4954,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_enable_irq_qregs_011100101000001_icache_multiword_lookahead,1,4255,5838,352,0,727,16.25,17,4990,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_011100101001000_icache_multiword_lookahead,1,4208,6771,4,0,760,15.35,17,4938,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_illinsn_enable_irq_qregs_011100101001001_icache_multiword_lookahead,1,4151,5047,821,0,780,15.8,17,4908,5280,92,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_011100101010000_icache_multiword_lookahead,1,4220,5024,242,0,730,16.65,15,4946,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_enable_irq_qregs_011100101010001_icache_multiword_lookahead,1,4279,5272,22,0,780,15.92,17,5034,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_011100101011000_icache_multiword_lookahead,1,4314,5035,352,0,731,16.46,16,5042,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_011100101011001_icache_multiword_lookahead,1,4320,5047,352,0,751,15.98,16,5071,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_011100110000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_irq_qregs_011100110000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_011100110001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_illinsn_enable_irq_qregs_011100110001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_011100110010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_enable_irq_qregs_011100110010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_011100110011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_011100110011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_011100111000000_icache_multiword_lookahead,1,4311,5433,4,0,759,16.26,17,5042,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_011100111000001_icache_multiword_lookahead,1,4177,5911,352,0,759,15.91,17,4912,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_011100111001000_icache_multiword_lookahead,1,4237,5114,4,0,761,16.72,16,4965,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_011100111001001_icache_multiword_lookahead,1,4232,5126,22,0,760,15.73,17,4963,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_011100111010000_icache_multiword_lookahead,1,4214,5443,22,0,761,16.92,15,4948,5280,93,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_011100111010001_icache_multiword_lookahead,1,4326,5125,1793,0,761,16.54,16,5057,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_011100111011000_icache_multiword_lookahead,1,4252,5146,1129,0,783,15.08,16,5005,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,icache_multiword_lookahead,0
enable_mul_enable_div_enable_counters_two_cycle_compare_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_011100111011001_icache_multiword_lookahead,1,4336,6245,44,0,762,16.22,16,5067,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_111000000000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_irq_qregs_111000000000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_illinsn_111000000001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_illinsn_enable_irq_qregs_111000000001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_misalign_111000000010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_misalign_enable_irq_qregs_111000000010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_misalign_catch_illinsn_111000000011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_catch_misalign_catch_illinsn_enable_irq_qregs_111000000011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_111000001000000_icache_multiword_lookahead,1,4262,5030,6,0,665,17.21,16,4981,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_enable_irq_qregs_111000001000001_icache_multiword_lookahead,1,4289,4822,4,0,697,17.05,15,5015,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_illinsn_111000001001000_icache_multiword_lookahead,1,4248,5041,16,0,699,16.81,16,4969,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000001001001_icache_multiword_lookahead,1,4292,5163,4,0,699,16.47,16,5015,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_111000001010000_icache_multiword_lookahead,1,4292,5150,16,0,698,16.6,15,5017,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000001010001_icache_multiword_lookahead,1,4376,5052,16,0,699,16.29,16,5100,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_catch_illinsn_111000001011000_icache_multiword_lookahead,1,4315,5051,16,0,701,17.0,16,5041,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000001011001_icache_multiword_lookahead,1,4271,5173,16,0,701,15.89,18,4995,5280,94,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_111000010000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_irq_qregs_111000010000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_illinsn_111000010001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_illinsn_enable_irq_qregs_111000010001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_111000010010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_enable_irq_qregs_111000010010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_catch_illinsn_111000010011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_catch_misalign_catch_illinsn_enable_irq_qregs_111000010011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_111000011000000_icache_multiword_lookahead,1,4326,5027,242,0,697,16.37,16,5061,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_enable_irq_qregs_111000011000001_icache_multiword_lookahead,1,4343,5039,1075,0,697,16.39,16,5086,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_illinsn_111000011001000_icache_multiword_lookahead,1,4310,5368,22,0,698,17.1,15,5047,5280,95,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_illinsn_enable_irq_qregs_111000011001001_icache_multiword_lookahead,1,4320,5050,352,0,718,16.31,16,5080,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_111000011010000_icache_multiword_lookahead,1,4333,6793,1075,0,698,15.3,17,5071,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_enable_irq_qregs_111000011010001_icache_multiword_lookahead,1,4342,5049,1782,0,718,15.4,17,5105,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_111000011011000_icache_multiword_lookahead,1,4351,5048,1080,0,701,16.81,15,5092,5280,96,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_alu_enable_regs_dualport_catch_misalign_catch_illinsn_enable_irq_qregs_111000011011001_icache_multiword_lookahead,1,4356,6120,16,0,720,16.07,16,5124,5280,97,22,30,73,0,8,0,24,96,25,1,1,100,8,8,100,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_111000100000000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_enable_irq_qregs_111000100000001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_illinsn_111000100001000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_illinsn_enable_irq_qregs_111000100001001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_111000100010000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_enable_irq_qregs_111000100010001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_catch_illinsn_111000100011000_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,icache_multiword_lookahead,0
barrel_shifter_enable_mul_enable_div_two_cycle_compare_catch_misalign_catch_illinsn_enable_irq_qregs_111000100011001_icache_multiword_lookahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,icache_multiword_lookahead,0
